,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
73338,Leptospirosis,Mono,2003,Male,0,7339,0.0,0.0,50.251000000000005
109154,Shiga Toxin Positive Feces (without culture confirmation),Mono,2010,Male,0,7536,0.0,0.0,48.938
117448,Streptococcal Infection (cases in food and dairy workers),Orange,2002,Male,0,1445349,0.0,0.0,0.255
119549,Tetanus,Marin,2006,Female,0,125234,0.0,0.0,2.946
69420,Legionellosis,Sutter,2003,Male,0,41653,0.0,0.0,8.856
117121,Streptococcal Infection (cases in food and dairy workers),Mariposa,2005,Male,0,9169,0.0,0.0,40.224000000000004
104285,Salmonellosis,Kings,2007,Female,5,64272,7.779,2.526,18.154
100649,Relapsing Fever,El Dorado,2013,Male,0,91450,0.0,0.0,4.034
126938,Tuberculosis,Madera,2009,Male,5,72263,6.919,2.247,16.146
136879,Vibrio Infection (non-Cholera),California,2001,Male,54,17174034,0.314,0.23600000000000002,0.41
72130,Leprosy,Yolo,2003,Male,0,88994,0.0,0.0,4.145
58281,Hemolytic Uremic Syndrome,Yolo,2004,Male,0,90606,0.0,0.0,4.071000000000001
20269,Chlamydia,El Dorado,2006,Male,71,87604,81.047,63.303000000000004,102.21799999999999
61037,"Hepatitis E, acute infection",Santa Barbara,2013,Female,1,214964,0.465,0.012,2.592
75931,Listeriosis,Orange,2008,Male,3,1477630,0.203,0.042,0.593
119346,Tetanus,Kings,2008,Female,0,64879,0.0,0.0,5.686
14312,"Botulism, Wound",Santa Clara,2014,Female,0,936291,0.0,0.0,0.39399999999999996
76305,Listeriosis,San Joaquin,2008,Female,0,338923,0.0,0.0,1.088
99243,"Rabies, human",San Benito,2007,Female,0,27417,0.0,0.0,13.454
78981,Lyme Disease,Santa Cruz,2002,Female,1,128115,0.7809999999999999,0.02,4.349
120725,Tetanus,Sonoma,2002,Male,0,229080,0.0,0.0,1.61
60638,"Hepatitis E, acute infection",El Dorado,2012,Male,0,91335,0.0,0.0,4.039
103946,Salmonellosis,Contra Costa,2008,Female,57,528831,10.777999999999999,8.164,13.965
104751,Salmonellosis,Monterey,2008,Female,17,199794,8.509,4.957,13.623
29664,Coccidioidomycosis,Ventura,2014,Female,16,424467,3.7689999999999997,2.155,6.121
119870,Tetanus,Nevada,2003,Female,0,48555,0.0,0.0,7.597
82385,Measles,Del Norte,2004,Male,0,15600,0.0,0.0,23.644000000000002
88072,Pertussis,Butte,2008,Female,0,110685,0.0,0.0,3.333
28718,Coccidioidomycosis,Sacramento,2008,Female,2,714913,0.28,0.034,1.011
80918,Malaria,Placer,2013,Female,0,186575,0.0,0.0,1.9769999999999999
37058,Dengue,Butte,2003,Female,0,106998,0.0,0.0,3.448
53257,Gonorrhea,Tuolumne,2008,Female,4,26415,15.142999999999999,4.126,38.766999999999996
64965,Invasive Meningococcal Disease,Calaveras,2004,Female,2,22015,9.085,1.1,32.813
60260,"Hepatitis C, Acute",San Diego,2011,Male,1,1574325,0.064,0.002,0.354
101771,Relapsing Fever,San Bernardino,2003,Male,0,921065,0.0,0.0,0.401
114607,Spotted Fever Rickettsiosis,Sutter,2009,Female,0,47546,0.0,0.0,7.757999999999999
58401,Hepatitis A,Amador,2014,Male,0,19741,0.0,0.0,18.685
102894,Rubella,El Dorado,2014,Male,0,91911,0.0,0.0,4.013
123884,Trichinosis,Colusa,2013,Male,0,11142,0.0,0.0,33.102
36490,Cysticercosis or Taeniasis,Sonoma,2010,Female,0,246025,0.0,0.0,1.499
45066,E. coli Other STEC (non-O157),Mono,2012,Female,0,6801,0.0,0.0,54.226000000000006
70183,Leprosy,Fresno,2006,Female,0,443403,0.0,0.0,0.8320000000000001
112790,Spotted Fever Rickettsiosis,Del Norte,2006,Male,0,15641,0.0,0.0,23.581999999999997
30090,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Inyo,2007,Female,0,9261,0.0,0.0,39.824
5650,Babesiosis,Kings,2005,Female,0,61768,0.0,0.0,5.972
67689,Legionellosis,El Dorado,2011,Male,0,90298,0.0,0.0,4.085
66777,Invasive Meningococcal Disease,Solano,2001,Male,1,202277,0.494,0.013000000000000001,2.7539999999999996
77097,Listeriosis,Yuba,2005,Male,1,34037,2.938,0.07400000000000001,16.368
26347,Ciguatera Fish Poisoning,San Bernardino,2009,Female,0,1015718,0.0,0.0,0.363
51234,Gonorrhea,Contra Costa,2014,Female,463,561929,82.395,75.062,90.249
79060,Lyme Disease,Shasta,2014,Male,0,87901,0.0,0.0,4.197
123439,Toxic Shock Syndrome (Non-Streptococcal),Tuolumne,2003,Male,0,29793,0.0,0.0,12.380999999999998
40575,Diphtheria,Nevada,2009,Male,0,48719,0.0,0.0,7.571000000000001
65203,Invasive Meningococcal Disease,Fresno,2008,Male,2,456484,0.43799999999999994,0.053,1.5830000000000002
29064,Coccidioidomycosis,Santa Barbara,2011,Female,3,211814,1.416,0.292,4.138999999999999
140806,Yersiniosis,San Benito,2013,Female,0,28634,0.0,0.0,12.882
67712,Legionellosis,Fresno,2005,Female,0,436052,0.0,0.0,0.846
55748,Hantavirus Infection,Ventura,2002,Male,0,388368,0.0,0.0,0.95
41792,Diphtheria,Yuba,2007,Male,0,35291,0.0,0.0,10.452
80053,Malaria,Fresno,2013,Female,0,478477,0.0,0.0,0.7709999999999999
88824,Pertussis,Mariposa,2006,Male,0,9262,0.0,0.0,39.82
64604,Influenza Death (<65 years of age),Sutter,2011,Female,0,47704,0.0,0.0,7.733
66976,Invasive Meningococcal Disease,Tehama,2011,Male,3,31630,9.485,1.956,27.715999999999998
89693,Pertussis,Santa Barbara,2003,Male,1,205145,0.48700000000000004,0.012,2.716
2380,Amebiasis,Ventura,2010,Female,0,415220,0.0,0.0,0.888
105182,Salmonellosis,San Diego,2011,Male,186,1574325,11.815,10.177999999999999,13.64
32039,Cryptosporidiosis,Madera,2003,Female,0,68998,0.0,0.0,5.346
82789,Measles,Lake,2013,Female,0,32011,0.0,0.0,11.523
3622,Anaplasmosis and Ehrlichiosis,Monterey,2002,Female,0,197739,0.0,0.0,1.8659999999999999
137852,Vibrio Infection (non-Cholera),Mendocino,2012,Female,0,44115,0.0,0.0,8.362
59989,"Hepatitis C, Acute",Kings,2012,Female,0,65236,0.0,0.0,5.655
23766,Cholera,Sacramento,2003,Male,0,646244,0.0,0.0,0.5710000000000001
116769,Streptococcal Infection (cases in food and dairy workers),Imperial,2014,Male,0,93031,0.0,0.0,3.965
26561,Ciguatera Fish Poisoning,San Mateo,2010,Female,0,365830,0.0,0.0,1.008
7222,Babesiosis,Trinity,2009,Female,0,6670,0.0,0.0,55.29
12095,"Botulism, Wound",Kern,2005,Female,1,369284,0.271,0.006999999999999999,1.5090000000000001
17324,Brucellosis,Yolo,2001,Male,0,85447,0.0,0.0,4.317
124840,Trichinosis,Nevada,2010,Female,0,49853,0.0,0.0,7.399
12389,"Botulism, Other",Ventura,2009,Male,0,407005,0.0,0.0,0.9059999999999999
2477,Amebiasis,Yuba,2014,Male,1,36922,2.708,0.069,15.089
97290,Q Fever,Siskiyou,2002,Female,0,22503,0.0,0.0,16.391
94868,Psittacosis,Siskiyou,2012,Female,0,22626,0.0,0.0,16.302
113479,Spotted Fever Rickettsiosis,Merced,2012,Female,0,129535,0.0,0.0,2.8480000000000003
38357,Dengue,San Benito,2012,Male,0,28275,0.0,0.0,13.046
83262,Measles,Nevada,2002,Male,0,46721,0.0,0.0,7.895
108410,Scombroid Fish Poisoning,Ventura,2008,Male,0,403799,0.0,0.0,0.914
23313,Cholera,Mendocino,2002,Female,0,43840,0.0,0.0,8.414
41201,Diphtheria,Santa Cruz,2006,Male,0,127491,0.0,0.0,2.8930000000000002
21086,Chlamydia,Napa,2012,Male,99,69367,142.719,116.01,173.72799999999998
106878,Scombroid Fish Poisoning,Los Angeles,2007,Female,1,4955000,0.02,0.001,0.11199999999999999
111270,Shigellosis,Placer,2001,Male,1,129717,0.7709999999999999,0.02,4.295
70468,Leprosy,Kings,2011,Male,0,85952,0.0,0.0,4.292
45825,E. coli Other STEC (non-O157),Tulare,2012,Female,2,225721,0.8859999999999999,0.107,3.201
4632,Anaplasmosis and Ehrlichiosis,Sutter,2002,Female,0,41367,0.0,0.0,8.917
100498,Relapsing Fever,Colusa,2005,Male,0,10493,0.0,0.0,35.149
26635,Ciguatera Fish Poisoning,Santa Clara,2006,Male,1,863494,0.11599999999999999,0.003,0.645
83053,Measles,Merced,2003,Female,0,114558,0.0,0.0,3.22
38138,Dengue,Orange,2009,Male,3,1486067,0.20199999999999999,0.042,0.59
91892,"Plague, human",Sacramento,2014,Male,0,716435,0.0,0.0,0.515
20148,Chlamydia,Colusa,2008,Female,19,10363,183.33900000000003,110.42,286.168
41441,Diphtheria,Stanislaus,2002,Male,0,233294,0.0,0.0,1.581
85401,Mumps,Yuba,2014,Male,0,36922,0.0,0.0,9.991
10187,"Botulism, Other",Calaveras,2001,Male,0,20634,0.0,0.0,17.875999999999998
25613,Ciguatera Fish Poisoning,Los Angeles,2002,Male,0,4798953,0.0,0.0,0.077
28143,Coccidioidomycosis,Madera,2013,Female,12,79248,15.142000000000001,7.825,26.449
91196,"Plague, human",Lassen,2007,Male,0,22910,0.0,0.0,16.1
58815,Hepatitis A,San Francisco,2012,Male,1,417663,0.239,0.006,1.334
10864,"Botulism, Other",Marin,2003,Female,0,125259,0.0,0.0,2.945
43723,E. coli O157,Santa Cruz,2005,Male,4,127132,3.1460000000000004,0.857,8.056000000000001
10580,"Botulism, Other",Inyo,2006,Male,0,9154,0.0,0.0,40.29
6478,Babesiosis,San Benito,2014,Male,0,28869,0.0,0.0,12.777000000000001
100452,Relapsing Fever,Calaveras,2004,Female,0,22015,0.0,0.0,16.755
17025,Brucellosis,Sonoma,2007,Male,0,232651,0.0,0.0,1.5859999999999999
34867,Cysticercosis or Taeniasis,Glenn,2007,Female,0,13871,0.0,0.0,26.590999999999998
89003,Pertussis,Mono,2010,Female,11,6698,164.227,82.01,293.659
72496,Leptospirosis,Colusa,2013,Female,0,10523,0.0,0.0,35.049
125006,Trichinosis,Riverside,2009,Male,0,1073425,0.0,0.0,0.344
58583,Hepatitis A,Los Angeles,2011,Female,16,4999643,0.32,0.183,0.52
23763,Cholera,Sacramento,2002,Male,0,632736,0.0,0.0,0.583
10324,"Botulism, Other",Del Norte,2005,Female,0,12649,0.0,0.0,29.159000000000002
17254,Brucellosis,Tuolumne,2006,Female,0,26670,0.0,0.0,13.831
114258,Spotted Fever Rickettsiosis,Santa Clara,2005,Female,0,842466,0.0,0.0,0.43799999999999994
21569,Chlamydia,San Luis Obispo,2005,Male,194,133215,145.629,125.869,167.608
4387,Anaplasmosis and Ehrlichiosis,Shasta,2004,Male,0,84982,0.0,0.0,4.341
33094,Cryptosporidiosis,Shasta,2003,Male,0,84233,0.0,0.0,4.379
29325,Coccidioidomycosis,Solano,2014,Female,1,214456,0.466,0.012,2.5980000000000003
135030,Typhus Fever,San Bernardino,2004,Male,0,945729,0.0,0.0,0.39
62001,HIV,Los Angeles,2004,Female,252,4977473,5.063,4.457,5.728
96777,Q Fever,Sacramento,2013,Female,0,736595,0.0,0.0,0.501
4786,Anaplasmosis and Ehrlichiosis,Tulare,2011,Male,0,224201,0.0,0.0,1.645
38246,Dengue,Riverside,2003,Male,0,882158,0.0,0.0,0.418
105889,Salmonellosis,Tulare,2008,Male,47,215925,21.767,15.994000000000002,28.944000000000003
74823,Listeriosis,Amador,2007,Female,0,17207,0.0,0.0,21.436
38179,Dengue,Placer,2009,Female,0,175968,0.0,0.0,2.096
11716,"Botulism, Other",San Mateo,2007,Male,0,346290,0.0,0.0,1.065
127342,Tuberculosis,Orange,2004,Female,111,1490898,7.445,6.125,8.966000000000001
45979,Early Syphilis,California,2013,Male,6013,18988773,31.666,30.871,32.477
69021,Legionellosis,San Luis Obispo,2010,Male,0,138264,0.0,0.0,2.668
138308,Vibrio Infection (non-Cholera),Sacramento,2010,Female,4,724678,0.552,0.15,1.413
49412,Giardiasis,Mendocino,2002,Male,4,43667,9.16,2.496,23.451999999999998
47372,Early Syphilis,Sacramento,2002,Female,1,660747,0.151,0.004,0.843
129515,Tularemia,Mendocino,2003,Male,0,43920,0.0,0.0,8.399
98315,"Rabies, human",Humboldt,2013,Male,0,67922,0.0,0.0,5.431
61238,HIV,California,2001,Female,806,17340743,4.648,4.333,4.98
108747,Shiga Toxin Positive Feces (without culture confirmation),El Dorado,2012,Male,0,91335,0.0,0.0,4.039
69008,Legionellosis,San Luis Obispo,2006,Female,0,127659,0.0,0.0,2.89
89920,Pertussis,Siskiyou,2009,Female,0,22589,0.0,0.0,16.329
40923,Diphtheria,San Diego,2013,Male,0,1599983,0.0,0.0,0.231
18454,Campylobacteriosis,Merced,2013,Male,32,132142,24.215999999999998,16.565,34.185
70378,Leprosy,Inyo,2009,Female,0,9205,0.0,0.0,40.067
60512,"Hepatitis C, Acute",Yuba,2011,Female,0,36059,0.0,0.0,10.23
48112,Early Syphilis,Sutter,2010,Male,0,46965,0.0,0.0,7.854
93545,Psittacosis,Kern,2011,Male,0,440507,0.0,0.0,0.8370000000000001
20370,Chlamydia,Glenn,2012,Female,68,14136,481.05300000000005,373.735,609.441
8041,"Botulism, Foodborne",Inyo,2002,Female,0,9327,0.0,0.0,39.543
68948,Legionellosis,San Francisco,2014,Female,3,412902,0.727,0.15,2.123
137186,Vibrio Infection (non-Cholera),Contra Costa,2014,Female,6,561929,1.068,0.392,2.324
27097,Ciguatera Fish Poisoning,Tuolumne,2001,Male,0,29191,0.0,0.0,12.636
110050,Shigellosis,Alpine,2010,Male,0,602,0.0,0.0,610.8969999999999
25116,Ciguatera Fish Poisoning,Contra Costa,2005,Female,0,514168,0.0,0.0,0.7170000000000001
78484,Lyme Disease,Plumas,2005,Female,0,10450,0.0,0.0,35.294000000000004
11169,"Botulism, Other",Napa,2007,Male,0,66424,0.0,0.0,5.553
136996,Vibrio Infection (non-Cholera),Alpine,2012,Male,0,579,0.0,0.0,635.087
39200,Dengue,Tuolumne,2013,Male,0,28639,0.0,0.0,12.88
95378,Q Fever,Alameda,2004,Male,0,719059,0.0,0.0,0.513
33008,Cryptosporidiosis,Santa Clara,2003,Female,2,838473,0.239,0.028999999999999998,0.862
136912,Vibrio Infection (non-Cholera),California,2012,Male,122,18841496,0.648,0.5379999999999999,0.773
46110,Early Syphilis,Butte,2001,Female,0,104697,0.0,0.0,3.523
18283,Campylobacteriosis,Madera,2012,Male,24,72833,32.952,21.114,49.026
130840,Tularemia,Tulare,2011,Male,0,224201,0.0,0.0,1.645
20561,Chlamydia,Kings,2005,Male,177,82833,213.68400000000003,183.388,247.544
65128,Invasive Meningococcal Disease,El Dorado,2002,Male,0,82314,0.0,0.0,4.481
71884,Leprosy,Sutter,2005,Male,0,43650,0.0,0.0,8.451
21995,Chlamydia,Stanislaus,2007,Female,1456,257228,566.036,537.4069999999999,595.785
138455,Vibrio Infection (non-Cholera),San Francisco,2003,Female,1,384643,0.26,0.006999999999999999,1.449
96765,Q Fever,Sacramento,2009,Female,0,719853,0.0,0.0,0.512
103997,Salmonellosis,Del Norte,2011,Female,0,12618,0.0,0.0,29.230999999999998
123943,Trichinosis,Del Norte,2005,Female,0,12649,0.0,0.0,29.159000000000002
108876,Shiga Toxin Positive Feces (without culture confirmation),Inyo,2014,Male,0,9468,0.0,0.0,38.954
71342,Leprosy,San Francisco,2006,Male,0,397484,0.0,0.0,0.9279999999999999
100053,"Rabies, human",Tulare,2011,Female,0,223390,0.0,0.0,1.651
138645,Vibrio Infection (non-Cholera),Santa Barbara,2010,Male,0,212905,0.0,0.0,1.733
100264,Relapsing Fever,California,2011,Male,1,18691131,0.005,0.0,0.03
135463,Typhus Fever,Sierra,2003,Female,0,1750,0.0,0.0,210.571
47866,Early Syphilis,Shasta,2012,Male,1,87789,1.139,0.028999999999999998,6.346
79039,Lyme Disease,Shasta,2007,Male,0,86295,0.0,0.0,4.275
127865,Tuberculosis,Santa Barbara,2010,Male,17,212905,7.985,4.651,12.784
52459,Gonorrhea,San Diego,2001,Male,1096,1441983,76.006,71.574,80.641
124541,Trichinosis,Mariposa,2008,Male,0,9329,0.0,0.0,39.534
100041,"Rabies, human",Tulare,2007,Female,0,211625,0.0,0.0,1.743
11472,"Botulism, Other",San Benito,2010,Male,0,27676,0.0,0.0,13.328
99714,"Rabies, human",Sierra,2010,Female,0,1593,0.0,0.0,231.3
46886,Early Syphilis,Mariposa,2007,Male,2,9317,21.465999999999998,2.6,77.521
122187,Toxic Shock Syndrome (Non-Streptococcal),Modoc,2008,Female,0,4760,0.0,0.0,77.467
128009,Tuberculosis,Sierra,2002,Male,0,1805,0.0,0.0,204.16099999999997
120053,Tetanus,Riverside,2008,Female,0,1067130,0.0,0.0,0.34600000000000003
12569,"Botulism, Wound",Alameda,2013,Male,0,766363,0.0,0.0,0.48100000000000004
90758,"Plague, human",Del Norte,2001,Male,0,15165,0.0,0.0,24.322
51682,Gonorrhea,Lassen,2009,Male,0,22312,0.0,0.0,16.532
135409,Typhus Fever,Santa Cruz,2013,Female,0,135411,0.0,0.0,2.7239999999999998
68403,Legionellosis,Mono,2001,Female,0,6031,0.0,0.0,61.147
122895,Toxic Shock Syndrome (Non-Streptococcal),Santa Barbara,2005,Male,0,206404,0.0,0.0,1.787
111887,Shigellosis,Shasta,2011,Female,0,90445,0.0,0.0,4.079
2702,Anaplasmosis and Ehrlichiosis,Calaveras,2005,Female,0,22427,0.0,0.0,16.447
57648,Hemolytic Uremic Syndrome,Santa Barbara,2004,Female,0,205110,0.0,0.0,1.798
126659,Tuberculosis,Imperial,2014,Male,25,93031,26.873,17.391,39.667
104370,Salmonellosis,Lassen,2007,Male,0,22910,0.0,0.0,16.1
104641,Salmonellosis,Merced,2013,Male,17,132142,12.865,7.494,20.596999999999998
45924,E. coli Other STEC (non-O157),Yuba,2009,Female,0,35623,0.0,0.0,10.355
30833,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Santa Cruz,2013,Male,0,135323,0.0,0.0,2.7260000000000004
713,Amebiasis,Kings,2014,Male,1,84796,1.179,0.03,6.57
8512,"Botulism, Foodborne",Modoc,2005,Female,0,4737,0.0,0.0,77.843
48874,Giardiasis,Fresno,2012,Female,4,474300,0.843,0.23,2.1590000000000003
128215,Tuberculosis,Sutter,2004,Female,0,43461,0.0,0.0,8.487
86530,Paralytic Shellfish Poisoning,Mono,2009,Female,0,6524,0.0,0.0,56.527
66191,Invasive Meningococcal Disease,Sacramento,2002,Male,6,632736,0.948,0.348,2.064
110080,Shigellosis,Amador,2006,Male,0,20845,0.0,0.0,17.695
118792,Tetanus,Amador,2002,Male,0,20119,0.0,0.0,18.334
66421,Invasive Meningococcal Disease,San Joaquin,2008,Male,0,336325,0.0,0.0,1.097
141052,Yersiniosis,San Mateo,2011,Female,0,370075,0.0,0.0,0.997
28453,Coccidioidomycosis,Napa,2004,Female,0,65235,0.0,0.0,5.655
92638,"Plague, human",Tehama,2005,Female,0,30447,0.0,0.0,12.115
52234,Gonorrhea,Placer,2010,Male,32,171058,18.707,12.796,26.408
130653,Tularemia,Stanislaus,2005,Female,0,252209,0.0,0.0,1.463
31907,Cryptosporidiosis,Lake,2001,Female,0,30250,0.0,0.0,12.194
10366,"Botulism, Other",El Dorado,2005,Female,0,86647,0.0,0.0,4.257
43043,E. coli O157,Napa,2006,Female,2,66125,3.025,0.366,10.925
81914,Malaria,Tuolumne,2008,Female,0,26415,0.0,0.0,13.964
39304,Dengue,Yuba,2006,Female,0,34418,0.0,0.0,10.717
37931,Dengue,Modoc,2011,Male,0,4819,0.0,0.0,76.51899999999999
60311,"Hepatitis C, Acute",San Mateo,2012,Male,0,361861,0.0,0.0,1.0190000000000001
6399,Babesiosis,Sacramento,2002,Female,0,660747,0.0,0.0,0.5579999999999999
50746,Giardiasis,Tulare,2013,Female,8,227227,3.5210000000000004,1.52,6.937
83454,Measles,Riverside,2010,Male,0,1090726,0.0,0.0,0.33799999999999997
62339,HIV,Monterey,2005,Male,27,209838,12.867,8.48,18.72
41858,E. coli O157,Alameda,2001,Male,6,719209,0.8340000000000001,0.306,1.8159999999999998
120035,Tetanus,Riverside,2002,Female,0,847762,0.0,0.0,0.435
65290,Invasive Meningococcal Disease,Humboldt,2009,Male,1,66903,1.495,0.038,8.328
58136,Hemolytic Uremic Syndrome,Trinity,2012,Male,0,6929,0.0,0.0,53.224
107886,Scombroid Fish Poisoning,Santa Cruz,2002,Female,0,128115,0.0,0.0,2.8789999999999996
46476,Early Syphilis,Humboldt,2011,Female,1,66976,1.493,0.038,8.318999999999999
45735,E. coli Other STEC (non-O157),Sutter,2009,Male,0,46826,0.0,0.0,7.877999999999999
10651,"Botulism, Other",Kings,2002,Female,0,57449,0.0,0.0,6.421
47165,Early Syphilis,Nevada,2003,Female,0,48555,0.0,0.0,7.597
135244,Typhus Fever,San Luis Obispo,2014,Female,0,133302,0.0,0.0,2.767
134817,Typhus Fever,Placer,2003,Male,0,142244,0.0,0.0,2.593
52876,Gonorrhea,Sierra,2014,Female,0,1537,0.0,0.0,239.717
98309,"Rabies, human",Humboldt,2011,Male,0,68198,0.0,0.0,5.409
88913,Pertussis,Merced,2008,Female,1,125498,0.797,0.02,4.44
137624,Vibrio Infection (non-Cholera),Lassen,2006,Female,0,12622,0.0,0.0,29.221999999999998
123899,Trichinosis,Contra Costa,2004,Male,0,486962,0.0,0.0,0.758
53267,Gonorrhea,Tuolumne,2011,Male,5,29176,17.137,5.565,39.988
80707,Malaria,Mono,2013,Female,0,6859,0.0,0.0,53.766999999999996
75462,Listeriosis,Los Angeles,2006,Female,24,4961211,0.484,0.31,0.72
56531,Hemolytic Uremic Syndrome,Kern,2010,Female,1,404512,0.247,0.006,1.3769999999999998
46167,Early Syphilis,Calaveras,2006,Female,0,22693,0.0,0.0,16.254
17832,Campylobacteriosis,Fresno,2002,Male,125,414430,30.162,25.107,35.936
107807,Scombroid Fish Poisoning,Santa Barbara,2004,Female,0,205110,0.0,0.0,1.798
42153,E. coli O157,Contra Costa,2004,Female,5,511239,0.978,0.318,2.282
45813,E. coli Other STEC (non-O157),Tulare,2008,Female,0,215546,0.0,0.0,1.7109999999999999
127571,Tuberculosis,San Benito,2010,Male,1,27676,3.613,0.091,20.13
124237,Trichinosis,Kern,2005,Female,0,369284,0.0,0.0,0.9990000000000001
78672,Lyme Disease,San Bernardino,2011,Male,1,1020808,0.098,0.002,0.546
103554,Rubella,Trinity,2014,Male,0,6869,0.0,0.0,53.68899999999999
75880,Listeriosis,Nevada,2005,Male,0,48333,0.0,0.0,7.632000000000001
85020,Mumps,Riverside,2012,Male,0,1119372,0.0,0.0,0.33
24035,Cholera,San Luis Obispo,2009,Female,0,130832,0.0,0.0,2.82
125164,Trichinosis,San Diego,2006,Female,0,1484896,0.0,0.0,0.248
6706,Babesiosis,San Mateo,2006,Male,0,343868,0.0,0.0,1.073
79892,Malaria,Contra Costa,2001,Male,4,473054,0.846,0.23,2.165
108811,Shiga Toxin Positive Feces (without culture confirmation),Humboldt,2009,Female,0,66863,0.0,0.0,5.517
118955,Tetanus,Colusa,2014,Male,0,11117,0.0,0.0,33.177
112421,Shigellosis,Yuba,2009,Male,0,36173,0.0,0.0,10.197000000000001
134528,Typhus Fever,Merced,2005,Female,0,120117,0.0,0.0,3.071
113842,Spotted Fever Rickettsiosis,Riverside,2007,Female,0,1046767,0.0,0.0,0.35200000000000004
38796,Dengue,Sierra,2004,Male,0,1756,0.0,0.0,209.852
138443,Vibrio Infection (non-Cholera),San Diego,2013,Female,3,1576787,0.19,0.039,0.556
57634,Hemolytic Uremic Syndrome,San Mateo,2013,Male,1,365012,0.27399999999999997,0.006999999999999999,1.526
126377,Tuberculosis,Contra Costa,2004,Male,29,486962,5.955,3.988,8.552999999999999
67063,Invasive Meningococcal Disease,Tulare,2012,Male,1,226580,0.441,0.011000000000000001,2.459
111119,Shigellosis,Monterey,2007,Female,12,198192,6.055,3.1289999999999996,10.575999999999999
139449,Yersiniosis,Amador,2004,Female,0,16732,0.0,0.0,22.044
121221,Toxic Shock Syndrome (Non-Streptococcal),Alpine,2006,Female,0,605,0.0,0.0,607.877
43427,E. coli O157,San Diego,2005,Female,12,1478773,0.8109999999999999,0.419,1.4169999999999998
38543,Dengue,San Luis Obispo,2004,Female,0,125898,0.0,0.0,2.93
91643,"Plague, human",Nevada,2001,Male,0,46207,0.0,0.0,7.983
3377,Anaplasmosis and Ehrlichiosis,Marin,2005,Female,0,124976,0.0,0.0,2.952
7262,Babesiosis,Tulare,2008,Male,0,215925,0.0,0.0,1.7080000000000002
122684,Toxic Shock Syndrome (Non-Streptococcal),San Diego,2005,Female,1,1478773,0.068,0.002,0.377
63225,HIV,Solano,2004,Female,12,205205,5.848,3.022,10.215
40742,Diphtheria,Riverside,2009,Female,0,1084974,0.0,0.0,0.34
36304,Cysticercosis or Taeniasis,Shasta,2004,Female,0,88487,0.0,0.0,4.169
85259,Mumps,Sonoma,2012,Female,0,247993,0.0,0.0,1.4869999999999999
123549,Toxic Shock Syndrome (Non-Streptococcal),Yolo,2012,Female,0,105027,0.0,0.0,3.512
107285,Scombroid Fish Poisoning,Nevada,2012,Female,0,49484,0.0,0.0,7.454
38863,Dengue,Siskiyou,2013,Female,0,22709,0.0,0.0,16.243
